id|title|body|department|sentiment
393|Struttura fatiscente, moquette...|Struttura fatiscente, moquette ovunque che non dà il benché minimo senso di igiene.|Housekeeping|neg
394|Definirla camera è...|Definirla camera è un complimento: sporca, letto sfondato, cuscini inesistenti, finestra che non si chiude.|Housekeeping|neg
395|Persiane rotte e...|Persiane rotte e arredi cadenti, per non parlare del bagno: doccia inesistente e sporcizia ovunque.|Housekeeping|neg
396|Hotel pessimo stanze...|Hotel pessimo stanze orribili ogni cosa lì dentro sembra sporca.|Housekeeping|neg
397|Hotel pessimo stanze...|Hotel pessimo stanze terribili, ogni cosa lì dentro sembra sporca.|Housekeeping|neg
398|Hotel penoso, stanze...|Hotel penoso, stanze orribili ogni cosa lì dentro sembra sporca.|Housekeeping|neg
399|Hotel penoso, stanze...|Hotel penoso, stanze terribili, ogni cosa lì dentro sembra sporca.|Housekeeping|neg
400|Le stanze sono...|Le stanze sono piccole e brutte, le pareti e il soffitto sarebbero da risistemare|Housekeeping|neg
401|Le stanze sono...|Le stanze sono piccole e brutte, le pareti e il soffitto sarebbero da reimbiancare!|Housekeeping|neg
402|Gli insetti ti...|Gli insetti ti tengono compagnia tutta la notte e il bagno non è commentabile!|Housekeeping|neg
403|Gli insetti ti...|Gli insetti ti tengono compagnia durante la notte e il bagno non è commentabile!|Housekeeping|neg
404|Un bagno in...|Un bagno in tale stato (doccia pietosa), che fa venir voglia piuttosto di non lavarsi!|Housekeeping|neg
405|Moquette che non...|Moquette che non vede aspirapolvere da anni, finestre che non si chiudono, pulizia zero, muffa alle pareti.|Housekeeping|neg
406|Tv rotte, camere...|Tv rotte, camere spoglie e atmosfera triste e cupa. Siamo scappati via!|Housekeeping|neg
407|Tv rotte, camere...|Tv rotte, camere spoglie e atmosfera triste e cupa. Siamo fuggiti via!|Housekeeping|neg
408|Camere non proprio...|Camere non proprio pulitissime come tutto lo stato dell'hotel del resto.|Housekeeping|neg
409|Bagno sprovvisto di...|Bagno sprovvisto di phon, sapone e asciugamani. Acqua calda in realtà solo tiepida.|Housekeeping|neg
410|Situazione pulizia gravissima!...|Situazione pulizia gravissima! Segnalato più volte, nessun cambiamento. Da evitare!|Housekeeping|neg
411|Lavandino nel bagno...|Lavandino nel bagno otturato struttura fatiscente piena di polvere.|Housekeeping|neg
412|Lavandino nel bagno...|Lavandino nel bagno intasato; struttura fatiscente piena di polvere.|Housekeeping|neg
413|Tappeto con enormi...|Tappeto con enormi macchie, parete rotta e un bagno inquetante... Hotel da incubo.|Housekeeping|neg
414|Tappeto con grandi...|Tappeto con grandi macchie, parete rotta e un bagno inquetante... Hotel da incubo.|Housekeeping|neg
415|Lasciate fuori ogni...|Lasciate fuori ogni speranza. Albergo brutto, stanze pessime e sporche.|Housekeeping|neg
416|Maniglia rotta, la...|Maniglia rotta, la porta non si può chiudere se non direttamente a chiave. Arredi vecchi e trascurati.|Housekeeping|neg
417|Bagno puzzolente, non...|Bagno puzzolente, non lavato da chissà quanto. Luce dello specchio con almeno tre dita di polvere.|Housekeeping|neg
418|Doccia spaventosa tendina...|Doccia spaventosa tendina rotta che non sta su. Filtro dell'aria intasato di polvere.|Housekeeping|neg
419|Doccia terribile, tendina...|Doccia terribile, tendina rotta che non sta su. Filtro dell'aria intasato di polvere.|Housekeeping|neg
420|Piumone e lenzuola...|Piumone e lenzuola con delle macchie. Peli di altri clienti nel letto. Crepe sui muri.|Housekeeping|neg
421|Camere e tutta...|Camere e tutta la struttura da rivedere Non terribile ma molto trascurato.|Housekeeping|neg
422|Camere e tutta...|Camere e tutta la struttura da controllare. Non terribile ma molto trascurato.|Housekeeping|neg
423|Albergo sporco, fatiscente,...|Albergo sporco, fatiscente, coperte macchiate di urina e chissà che cos'altro.|Housekeeping|neg
424|Polvere ovunque, moquette...|Polvere ovunque, moquette sporca letto sfondato|Housekeeping|neg
425|Polvere ovunque, moquette...|Polvere ovunque, moquette sporca letto malconcio.|Housekeeping|neg
426|Polvere ovunque, moquette...|Polvere ovunque, moquette sozza, letto sfondato|Housekeeping|neg
427|Polvere ovunque, moquette...|Polvere ovunque, moquette sozza, letto malconcio.|Housekeeping|neg
428|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sporca letto sfondato|Housekeeping|neg
429|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sporca letto malconcio.|Housekeeping|neg
430|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sozza, letto sfondato|Housekeeping|neg
431|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sozza, letto malconcio.|Housekeeping|neg
432|Finestre della camera...|Finestre della camera rotte e impossibili da chiudere arredi vecchi e rotti.|Housekeeping|neg
433|Finestre della camera...|Finestre della camera rotte e impossibili da sigillare, arredi vecchi e rotti.|Housekeeping|neg
434|Finestre della camera...|Finestre della camera guaste e impossibili da chiudere arredi vecchi e rotti.|Housekeeping|neg
435|Finestre della camera...|Finestre della camera guaste e impossibili da sigillare, arredi vecchi e rotti.|Housekeeping|neg
436|TV e wifi...|TV e wifi fuori uso. Arredi vecchi, aria condizionata non funzionante.|Housekeeping|neg
437|Uno schifo simile...|Uno schifo simile non l'ho mai visto. Vacanza squallida per colpa dell'albergo.|Housekeeping|neg
438|Dire che fa...|Dire che fa pena è fargli un complimento! Struttura squallida e vecchissima.|Housekeeping|neg
439|Dire che fa...|Dire che fa pena è fargli un complimento! Struttura desolata e vecchissima.|Housekeeping|neg
440|La camera è...|La camera è da film horror. Fuggite finchè siete in tempo.|Housekeeping|neg
441|Finestre che non...|Finestre che non servono a niente, ci sono spifferi e si sente ogni rumore esterno.|Housekeeping|neg
442|Finestre che non...|Finestre che non servono a niente, ci sono spifferi e si sente ogni suono esterno.|Housekeeping|neg
443|Il bagno cade...|Il bagno cade a pezzi, lo sciacquone non è funzionante, la doccia quasi fredda e non regolabile.|Housekeeping|neg
444|Il bagno cade...|Il bagno cade a pezzi, lo scarico non è funzionante, la doccia quasi fredda e non regolabile.|Housekeeping|neg
445|Stanza freddissima! Termosifoni...|Stanza freddissima! Termosifoni spenti il 31 dicembre.|Housekeeping|neg
446|Stanza freddissima! Termosifoni...|Stanza freddissima! Termosifoni chiusi il 31 dicembre.|Housekeeping|neg
447|Moquette e tappeti...|Moquette e tappeti macchiati ovunque. Muri neri di polvere. Evitate questa struttura|Housekeeping|neg
448|Moquette e tappeti...|Moquette e tappeti macchiati ovunque. Muri neri di polvere. Evitate questa sistemazione.|Housekeeping|neg
449|Un vero e...|Un vero e proprio incubo. Dovevamo restare 2 giorni diventati poi 1 per lo schifo nella stanza.|Housekeeping|neg
450|Bagni pessimi, diroccati...|Bagni pessimi, diroccati distrutti e sporchi, puzza di polvere ovunque.|Housekeeping|neg
451|Moquette sporca, macchiata,...|Moquette sporca, macchiata, bucata, bruciata, e impolverata. Muri crepati e cadenti.|Housekeeping|neg
452|Doghe rotte nel...|Doghe rotte nel letto, termosifone non funzionante, finestre con spifferi in ogni angolo.|Housekeeping|neg
453|assi rotte nel...|assi rotte nel letto, termosifone non funzionante, finestre con spifferi in ogni angolo.|Housekeeping|neg
454|L'esperienza peggiore che...|L'esperienza peggiore che ci sia mai capitata. Non funziona niente e sporco ovunque.|Housekeeping|neg
455|Struttura vecchia per...|Struttura vecchia per non parlare della camera sporca.|Housekeeping|neg
456|Struttura antiquata, per...|Struttura antiquata, per non parlare della camera sporca.|Housekeeping|neg
457|Pulizia zero nel...|Pulizia zero nel bagno.|Housekeeping|neg
458|Pulizia inesistente nel...|Pulizia inesistente nel bagno.|Housekeeping|neg
459|Terribili le condizioni...|Terribili le condizioni in cui versa; moquette nera (in origine era rossa ed a fiori), camera maleodorante.|Housekeeping|neg
460|Struttura vecchia e...|Struttura vecchia e camera piena di crepe che dà l'impressione possa crollare da un momento all'altro!|Housekeeping|neg
461|Coperte macchiate e...|Coperte macchiate e polvere ovunque. Camera rumorosa e poco attrattiva.|Housekeeping|neg
462|Coperte sporche e...|Coperte sporche e polvere ovunque. Camera rumorosa e poco attrattiva.|Housekeeping|neg
463|La struttura lascia...|La struttura lascia molto a desiderare: sporca e trascurata.|Housekeeping|neg
464|La camera lascia...|La camera lascia molto a desiderare: sporca e trascurata.|Housekeeping|neg
465|Camera brutta vecchia...|Camera brutta vecchia e sporca, ma il pezzo forte è il bagno, scomodo e indecente è dir poco!|Housekeeping|neg
466|Esperienza davvero pessima....|Esperienza davvero pessima. Scale, corridoi, stanze, sono rivestite di moquette consumata e impolverata.|Housekeeping|neg
467|Il letto puzzava...|Il letto puzzava di polvere la tv non trasmetteva nessun canale|Housekeeping|neg
468|Il letto puzzava...|Il letto puzzava di polvere la tv non trasmetteva nessun segnale.|Housekeeping|neg
469|Il letto puzzava...|Il letto puzzava di stantio, la tv non trasmetteva nessun canale|Housekeeping|neg
470|Il letto puzzava...|Il letto puzzava di stantio, la tv non trasmetteva nessun segnale.|Housekeeping|neg
471|Bagno terribile, stretto...|Bagno terribile, stretto per nulla funzionale e con molti accessori fuori uso.|Housekeeping|neg
472|Bagno terribile, angusto,...|Bagno terribile, angusto, per nulla funzionale e con molti accessori fuori uso.|Housekeeping|neg
473|Atmosfera e ambiente...|Atmosfera e ambiente cupi e tristi. Tutto vecchio o guasto.|Housekeeping|neg
474|Sporco e freddo,...|Sporco e freddo, non ci ritornerò.|Housekeeping|neg
475|Le camere cadono...|Le camere cadono a pezzi e la pulizia non è eccellente|Housekeeping|neg
476|Le camere cadono...|Le camere cadono a pezzi e la pulizia non è ottimale.|Housekeeping|neg
477|Niente wifi, niente...|Niente wifi, niente aria condizionata, poca pulizia e servizi inesistenti.|Housekeeping|neg
478|Avremmo preferito non...|Avremmo preferito non trovare i boxer di qualcun altro accanto al letto. Devo continuare?|Housekeeping|neg
479|Edificio datato e...|Edificio datato e interni trasandati con ovunque una sudicia moquette.|Housekeeping|neg
480|Copriletto lercio, porte...|Copriletto lercio, porte rattoppate e malconce, doccia, priva di piatto, adiacente al wc (doppio uso?).|Housekeeping|neg
481|Non consiglio a...|Non consiglio a nessuno questo albergo. Sudiciume e strafottenza ovunque.|Housekeeping|neg
482|Non consiglio a...|Non consiglio a nessuno questo albergo. Sudiciume e menefreghismo ovunque.|Housekeeping|neg
483|Stanza piccolissima e...|Stanza piccolissima e poco pulita. 0 comfort.|Housekeeping|neg
484|Stanza piccolissima e...|Stanza piccolissima e poco pulita. nessun comfort.|Housekeeping|neg
485|Aria condizionata a...|Aria condizionata a malapena funzionante, wifi inesistente.|Housekeeping|neg
486|Le pareti sono...|Le pareti sono sottilissime e si sente molto rumore dalle altre camere.|Housekeeping|neg
487|Le pareti sono...|Le pareti sono sottilissime e si sente molto caos dalle altre camere.|Housekeeping|neg
488|L'hotel è vecchio...|L'hotel è vecchio e logoro e poco curato. La pittura completamente scrostata dalle pareti.|Housekeeping|neg
489|Macchie sulle lenzuola...|Macchie sulle lenzuola e aria condizionata non funzionante. Non ci ritornerei.|Housekeeping|neg
490|Bagno con doccia...|Bagno con doccia senza saliscendi e senza bidet, assenza di asciugacapelli.|Housekeeping|neg
491|Igiene scarsa, per...|Igiene scarsa, per non parlare della moquet d'annata non adeguatamente pulita.|Housekeeping|neg
492|Stanza logora, moquette...|Stanza logora, moquette bisunta, bagno troppo piccolo con odore tremendo|Housekeeping|neg
493|Stanza logora, moquette...|Stanza logora, moquette bisunta, bagno troppo piccolo con odore orrendo.|Housekeeping|neg
494|Camera in stato...|Camera in stato miserevole e odore pungente in ogni ambiente.|Housekeeping|neg
495|Uno dei letti...|Uno dei letti era rotto, condizionatore d'aria vecchio e rumoroso, non abbiamo avuto acqua calda.|Housekeeping|neg
496|L'hotel è datato,...|L'hotel è datato, vetusto. Avrebbe bisogno di un rinnovamento totale.|Housekeeping|neg
497|È un posto...|È un posto che sconsiglio vivamente! Ai limiti della decenza per camere, bagno, pulizie... Non andateci!|Housekeeping|neg
498|Le camere avrebbero...|Le camere avrebbero bisogno di maggiori cure e manutenzione.|Housekeeping|neg
499|Albergo molto vecchio...|Albergo molto vecchio e malconcio. Camere cupe e asfissianti senza nessun comfort.|Housekeeping|neg
500|Camere vecchie e...|Camere vecchie e sudicie. Esperienza tristissima da non ripetere.|Housekeeping|neg
501|Camere vecchie e...|Camere vecchie e sudicie. Esperienza bruttissima da non ripetere.|Housekeeping|neg
502|Bagno sporco al...|Bagno sporco al limite della decenza, senza acqua calda né phon.|Housekeeping|neg
503|Letto scomodo e...|Letto scomodo e cuscini così sottili da essere inutili. Pulizia approssimativa.|Housekeeping|neg
504|Camere poco confortevoli,...|Camere poco confortevoli, poco curate e poco pulite.|Housekeeping|neg
505|Bagno piccolissimo disfunzionale...|Bagno piccolissimo disfunzionale e anche molto sporco.|Housekeeping|neg
506|Bagno piccolissimo disfunzionale...|Bagno piccolissimo disfunzionale e anche parecchio sporco.|Housekeeping|neg
507|Bagno strettissimo, disfunzionale...|Bagno strettissimo, disfunzionale e anche molto sporco.|Housekeeping|neg
508|Bagno strettissimo, disfunzionale...|Bagno strettissimo, disfunzionale e anche parecchio sporco.|Housekeeping|neg
509|Hotel da evitare;...|Hotel da evitare; condizioni della struttura pessime. Ogni cosa o è vecchia o è rotta!|Housekeeping|neg
510|Delusione e rimpianto....|Delusione e rimpianto. Albergo vecchio e sporco.|Housekeeping|neg
511|Delusione e rimpianto....|Delusione e rimpianto. Alloggio vecchio e sporco.|Housekeeping|neg
512|Amarezza e rimpianto....|Amarezza e rimpianto. Albergo vecchio e sporco.|Housekeeping|neg
513|Amarezza e rimpianto....|Amarezza e rimpianto. Alloggio vecchio e sporco.|Housekeeping|neg
514|Muffa alle pareti...|Muffa alle pareti e sporcizia, copriletti strappati e ricuciti, termosifoni inesistenti, doccia senza box.|Housekeeping|neg
515|Se volete alloggiare...|Se volete alloggiare in questo hotel, dimenticate la pulizia e la comodità.|Housekeeping|neg
516|Se volete alloggiare...|Se volete alloggiare in questo hotel, scordate la pulizia e la comodità.|Housekeeping|neg
517|Se volete pernottare...|Se volete pernottare in questo hotel, dimenticate la pulizia e la comodità.|Housekeeping|neg
518|Se volete pernottare...|Se volete pernottare in questo hotel, scordate la pulizia e la comodità.|Housekeeping|neg
519|Il rubinetto che...|Il rubinetto che perde e il condizionatore rumoroso non ci hanno fatto chiudere occhio.|Housekeeping|neg
520|Camera al 4°...|Camera al 4° piano e ascensore fuori servizio per tutta la durata del soggiorno.|Housekeeping|neg
521|Camera al 4°...|Camera al 4° piano e ascensore fuori uso per tutta la durata del soggiorno.|Housekeeping|neg
522|Cattivi odori persistenti,...|Cattivi odori persistenti, sporco ostinato in zone difficili (fughe delle piastrelle, angoli, tendine doccia).|Housekeeping|neg
523|Dotazioni mancanti o...|Dotazioni mancanti o obsolete: assenza di elementi standard.|Housekeeping|neg
524|Dotazioni mancanti o...|Dotazioni mancanti o obsolete: assenza di gadget standard.|Housekeeping|neg
525|Arredi vecchi e...|Arredi vecchi e usurati, mancanza di pulizie extra e cambi di biancheria|Housekeeping|neg
526|Arredi vecchi e...|Arredi vecchi e usurati, mancanza di pulizie extra e cambi di lenzuola.|Housekeeping|neg
527|Stanze rumorose o...|Stanze rumorose o con problemi di isolamento acustico, scarsa illuminazione e ventilazione.|Housekeeping|neg
528|Sensazione di abbandono...|Sensazione di abbandono ovunque: muri sporchi e macchiati, pareti non imbiancate, aree comuni trascurate.|Housekeeping|neg
529|Non ho potuto...|Non ho potuto fare doccia per tre giorni, era veramente disgustosa!|Housekeeping|neg
530|La descrizione della...|La descrizione della struttura non corrisponde; è tutto diverso (in peggio) dalle foto.|Housekeeping|neg
531|Chiamarlo topaia é...|Chiamarlo topaia é un complimento! Camera minuscola e sporca (piena di capelli e peli ovunque).|Housekeeping|neg
532|Ambiente sporco, mobilia...|Ambiente sporco, mobilia vecchia. Camere molto molto piccole.|Housekeeping|neg
533|La camera dispone...|La camera dispone di un wc rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg
534|La camera dispone...|La camera dispone di un water rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg
535|La camera dispone...|La camera dispone di un gabinetto rotto e la doccia e aria condizionata non funzionano.|Housekeeping|neg
536|Abbiamo trovato un...|Abbiamo trovato un cerotto usato nel letto. Raccapricciante!|Housekeeping|neg
537|Check-in rapido e...|Check-in rapido e personale molto accogliente|Reception|pos
538|Check-in rapido e...|Check-in rapido e personale molto cordiale.|Reception|pos
539|Check-in veloce e...|Check-in veloce e personale molto accogliente|Reception|pos
540|Check-in veloce e...|Check-in veloce e personale molto cordiale.|Reception|pos
541|Reception efficiente e...|Reception efficiente e disponibile; risolvono qualsiasi problema in pochissimo tempo.|Reception|pos
542|Reception efficiente e...|Reception efficiente e disponibile; risolvono qualsiasi situazione in pochissimo tempo.|Reception|pos
543|Reception funzionale e...|Reception funzionale e disponibile; risolvono qualsiasi problema in pochissimo tempo.|Reception|pos
544|Reception funzionale e...|Reception funzionale e disponibile; risolvono qualsiasi situazione in pochissimo tempo.|Reception|pos
545|Staff cordiale e...|Staff cordiale e professionale al banco servizi di prima qualità.|Reception|pos
546|Staff cordiale e...|Staff cordiale e professionale al banco servizi di ottima qualità.|Reception|pos
547|Staff cordiale e...|Staff cordiale e professionale al desk; servizi di prima qualità.|Reception|pos
548|Staff cordiale e...|Staff cordiale e professionale al desk; servizi di ottima qualità.|Reception|pos
549|personale cordiale e...|personale cordiale e professionale al banco servizi di prima qualità.|Reception|pos
550|personale cordiale e...|personale cordiale e professionale al banco servizi di ottima qualità.|Reception|pos
551|personale cordiale e...|personale cordiale e professionale al desk; servizi di prima qualità.|Reception|pos
552|personale cordiale e...|personale cordiale e professionale al desk; servizi di ottima qualità.|Reception|pos
553|Servizi e personale...|Servizi e personale TOP. Consigliatissimo.|Reception|pos
554|Servizi e addetti...|Servizi e addetti TOP. Consigliatissimo.|Reception|pos
555|Un soggiorno davvero...|Un soggiorno davvero piacevole. Comodo, con parcheggio custodito e tante attenzioni rivolte al cliente.|Reception|pos
556|Personale disponibile e...|Personale disponibile e cordiale. Ascensore. Parcheggio e tanti servizi.|Reception|pos
557|Ho trovato il...|Ho trovato il personale molto disponibile e pronto a soddisfare tutte le richieste che gli facevamo. Consigliato.|Reception|pos
558|Grande cortesia e...|Grande cortesia e gentilezza del titolare e di tutti gli addetti.|Reception|pos
559|Grande simpatia e...|Grande simpatia e gentilezza del titolare e di tutti gli addetti.|Reception|pos
560|Accoglienza splendida. Nonostante...|Accoglienza splendida. Nonostante alcune difficoltà che il personale ha prontamente risolto siamo stati benissimo.|Reception|pos
561|Hotel molto bello...|Hotel molto bello e confortevole personale sempre disponibile e gentile.|Reception|pos
562|Hotel molto bello...|Hotel molto bello e accogliente, personale sempre disponibile e gentile.|Reception|pos
563|Siamo rimasti colpiti...|Siamo rimasti colpiti positivamente da questa struttura; il personale è accogliente e sempre disponibile.|Reception|pos
564|In questo hotel...|In questo hotel mi trovo come a casa, piena efficenza e disponibilità. Cortesia e Servizio ottimi|Reception|pos
565|In questo hotel...|In questo hotel mi trovo come a casa, piena efficenza e disponibilità. Cortesia e Servizio stupendi.|Reception|pos
566|Questo albergo è...|Questo albergo è UNA MERAVIGLIOSA CERTEZZA grazie a tutto lo staff.|Reception|pos
567|Questo hotel è...|Questo hotel è UNA MERAVIGLIOSA CERTEZZA grazie a tutto lo staff.|Reception|pos
568|Finezza ed eleganza....|Finezza ed eleganza. Siamo rimasti colpiti positivamente da questa struttura e dal personale che ci lavora.|Reception|pos
569|Personale squisito, hotel...|Personale squisito, hotel piccolo ma ottimo e molto confortevole.|Reception|pos
570|Accoglienza ottima e...|Accoglienza ottima e il personale carismatico. Hanno risposto a tutte le nostre domande|Reception|pos
571|Accoglienza ottima e...|Accoglienza ottima e il personale carismatico. Hanno risposto a tutte le nostre richieste.|Reception|pos
572|Ogni cliente è...|Ogni cliente è accolto con il massimo delle attenzioni.|Reception|pos
573|Ogni ospite è...|Ogni ospite è accolto con il massimo delle attenzioni.|Reception|pos
574|Personale sempre disponibile...|Personale sempre disponibile e tanti servizi inclusi nel prezzo.|Reception|pos
575|Personale sempre disponibile...|Personale sempre disponibile e tanti servizi compresi nel prezzo.|Reception|pos
576|Cordialità e disponibilità...|Cordialità e disponibilità del personale e della direzione, mi hanno risolto ogni problema|Reception|pos
577|Cordialità e disponibilità...|Cordialità e disponibilità del personale e della direzione, mi hanno risolto ogni complicazione|Reception|pos
578|Cordialità e disponibilità...|Cordialità e disponibilità del personale e della direzione, mi hanno risolto ogni incombenza.|Reception|pos
579|L'albergo offre un...|L'albergo offre un servizio di lusso ad un prezzo decisamente contenuto.|Reception|pos
580|La prima cosa...|La prima cosa che colpisce entrando è la cordialità del personale.|Reception|pos
581|La prima cosa...|La prima cosa che colpisce arrivando è la cordialità del personale.|Reception|pos
582|Il personale della...|Il personale della reception si prodiga per soddisfare qualsiasi richiesta.|Reception|pos
583|Il personale della...|Il personale della reception si impegna per soddisfare qualsiasi richiesta.|Reception|pos
584|Il personale della...|Il personale della struttura si prodiga per soddisfare qualsiasi richiesta.|Reception|pos
585|Il personale della...|Il personale della struttura si impegna per soddisfare qualsiasi richiesta.|Reception|pos
586|La struttura mette...|La struttura mette a disposizione dei clienti un bus-navetta gratuito per andare ovunque si desideri.|Reception|pos
587|Il personale è...|Il personale è molto cordiale e molto preparato sulle lingue straniere.|Reception|pos
588|Con disponibilità e...|Con disponibilità e professionalità, il personale e la direzione vi coccolano come se foste a casa vostra.|Reception|pos
589|Ottimo staff e...|Ottimo staff e personale alla reception sempre presente e sempre disponibile.|Reception|pos
590|La cosa migliore...|La cosa migliore dell'albergo è sicuramente il personale, tutti molto gentili e simpatici.|Reception|pos
591|Check-in rapido ed...|Check-in rapido ed efficiente. Dopo 2 minuti dall'arrivo eravamo già in camera.|Reception|pos
592|Check-in veloce ed...|Check-in veloce ed efficiente. Dopo 2 minuti dall'arrivo eravamo già in camera.|Reception|pos
593|Fin dall'accoglienza alla...|Fin dall'accoglienza alla reception, siamo stati accolti da un personale incredibilmente cordiale|Reception|pos
594|Personale dell'hotel professionale...|Personale dell'hotel professionale e sempre pronto ad aiutare.|Reception|pos
595|Staff: Cordialità, efficienza,...|Staff: Cordialità, efficienza, disponibilità e professionalità.|Reception|pos
596|Reception aperta anche...|Reception aperta anche di notte, gentilezza massima, late check out, frigo bar e ottima zona|Reception|pos
597|Reception aperta anche...|Reception aperta anche di notte, gentilezza massima, late check out, frigo bar e ottima posizione.|Reception|pos
598|Hotel molto confortevole,...|Hotel molto confortevole, addetti cordiali e disponibili.|Reception|pos
599|Hotel molto confortevole,...|Hotel molto confortevole, dipendenti cordiali e disponibili.|Reception|pos
600|Grande professionalità del...|Grande professionalità del personale che rende questo Hotel eccellente!|Reception|pos
601|Una bella esperienza...|Una bella esperienza in termini di accoglienza, cordialità, attenzione al cliente e comodità|Reception|pos
602|Hotel ricco di...|Hotel ricco di semplici dettagli che rendono la massima soddisfazione al tuo soggiorno|Reception|pos
603|Hotel ricco di...|Hotel ricco di semplici dettagli che rendono la massima soddisfazione al tuo pernottamento.|Reception|pos
604|Hotel ricco di...|Hotel ricco di piccoli dettagli che rendono la massima soddisfazione al tuo soggiorno|Reception|pos
605|Hotel ricco di...|Hotel ricco di piccoli dettagli che rendono la massima soddisfazione al tuo pernottamento.|Reception|pos
606|Struttura comoda e...|Struttura comoda e con personale cortese e disponibile. Ottimo per un viaggio di lavoro|Reception|pos
607|Struttura comoda e...|Struttura comoda e con personale cortese e disponibile. Ottimo per un viaggio di relax.|Reception|pos
608|Personale cordiale, preparato...|Personale cordiale, preparato e che conosce le lingue!|Reception|pos
609|Gentilezza e disponibilità...|Gentilezza e disponibilità dello staff, posizione strategica e tranquillità Consigliato.|Reception|pos
610|Gentilezza e disponibilità...|Gentilezza e disponibilità dello staff, posizione strategica e relax. Consigliato.|Reception|pos
611|La permanenza è...|La permanenza è stata eccezionale! Dalla calorosa accoglienza al check-out, tutto è stato gestito con cura|Reception|pos
612|La permanenza è...|La permanenza è stata eccezionale! Dalla calorosa accoglienza al check-out, tutto è stato gestito con attenzione|Reception|pos
613|Lo staff è...|Lo staff è stato sempre gentile e cordiale facendoci sentire come a casa nostra.|Reception|pos
614|Un plauso speciale...|Un plauso speciale al team della reception. Tutto è stato gestito con velocità e con cura.|Reception|pos
615|Un plauso particolare...|Un plauso particolare al team della reception. Tutto è stato gestito con velocità e con cura.|Reception|pos
616|Gli addetti alla...|Gli addetti alla reception sono stati incredibilmente professionali e rapidi nel risolvere un errore di prenotazione.|Reception|pos
617|Nel giro di...|Nel giro di 10 minuti dall'arrivo avevamo le chiavi della nostra camera, senza stress e con un sorriso|Reception|pos
618|Un servizio clienti...|Un servizio clienti di questo livello fa davvero la differenza. Grazie!|Reception|pos
619|L'sperienza in questo...|L'sperienza in questo hotel è stata ottima fin dal momento del check-in: veloce ed efficiente.|Reception|pos
620|Alla reception sono...|Alla reception sono stati gentilissimi, ci hanno offerto subito una bottiglia d'acqua fresca e una mappa della città.|Reception|pos
621|Alla reception ci...|Alla reception ci sono stati consigliati tutti i migliori posti della città da visitare Promosso.|Reception|pos
622|Alla reception ci...|Alla reception ci sono stati consigliati tutti i migliori posti della città da esplorare. Promosso.|Reception|pos
623|Un punto di...|Un punto di forza assoluto di questo hotel è la competenza del personale al desk.|Reception|pos
624|Un punto di...|Un punto di forza assoluto di questo hotel è la preparazione del personale al desk.|Reception|pos
625|Un punto di...|Un punto di forza totale di questo hotel è la competenza del personale al desk.|Reception|pos
626|Un punto di...|Un punto di forza totale di questo hotel è la preparazione del personale al desk.|Reception|pos
627|Ogni nostra domanda...|Ogni nostra domanda è stata risposta con pazienza e grande conoscenza della zona. Servizio a 5 stelle!|Reception|pos
628|Abbiamo chiesto indicazioni...|Abbiamo chiesto indicazioni alla reception su come muoverci in città e siamo stati assistiti in tutto e per tutto.|Reception|pos
629|Alla reception forniscono...|Alla reception forniscono in automatico una mappa della città e l'orario dei mezzi pubblici.|Reception|pos
630|Alla reception forniscono...|Alla reception forniscono in automatico una cartina della città e l'orario dei mezzi pubblici.|Reception|pos
631|Check-in e servizi...|Check-in e servizi impeccabili: tutto gestito alla perfezione.|Reception|pos
632|Ho contattato la...|Ho contattato la reception via email e si sono occupati di tutto con la massima professionalità|Reception|pos
633|Ho contattato la...|Ho contattato la reception via email e si sono occupati di tutto con la massima disponibilità.|Reception|pos
634|L'efficienza del servizio...|L'efficienza del servizio concierge è stata notevole|Reception|pos
635|L'efficienza del servizio...|L'efficienza del servizio concierge è stata ragguardevole.|Reception|pos
636|Anche il check-out,...|Anche il check-out, richiesto in anticipo alle 6:00 del mattino, è stato gestito senza intoppi e con grande puntualità.|Reception|pos
637|Un'esperienza senza stress....|Un'esperienza senza stress. Il personale dell'hotel fornisce aiuto e assistenza per qualsiasi richiesta.|Reception|pos
638|Un plauso all'efficienza...|Un plauso all'efficienza della reception 24 ore su 24.|Reception|pos
639|Il personale ha...|Il personale ha gestito ogni nostro problema con grande rapidità e gentilezza.|Reception|pos
640|Il personale ha...|Il personale ha risolto ogni nostro problema con grande rapidità e gentilezza.|Reception|pos
641|Ci hanno prenotato...|Ci hanno prenotato i biglietti per il museo e dato ottimi consigli sui tour dei locali della zona|Reception|pos
642|Ci hanno prenotato...|Ci hanno prenotato i biglietti per il teatro e dato ottimi consigli sui tour dei locali della zona|Reception|pos
643|Procedure veloci e...|Procedure veloci e senza attese. Check-out espresso gestito perfettamente.|Reception|pos
644|La chiave magnetica...|La chiave magnetica era guasta ma il problema è stato risolto in 1 minuto! Ottima efficienza.|Reception|pos
645|La tessera magnetica...|La tessera magnetica era guasta ma il problema è stato risolto in 1 minuto! Ottima efficienza.|Reception|pos
