id|title|body|department|sentiment|preprocessed_body
341|Stanze chiassose e...|Stanze chiassose e poco curate. Poca attenzione ai dettagli.|Housekeeping|neg|stanze chiassose e poco curate poca attenzione ai dettagli
342|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Terribile|Housekeeping|neg|camera poco pulita e bagno fuori servizio terribile
343|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Tremendo|Housekeeping|neg|camera poco pulita e bagno fuori servizio tremendo
344|Camera poco pulita...|Camera poco pulita e bagno fuori servizio. Penoso.|Housekeeping|neg|camera poco pulita e bagno fuori servizio penoso
345|Arredi vetusti e...|Arredi vetusti e poco funzionali. Camere vecchie da ristrutturare|Housekeeping|neg|arredi vetusti e poco funzionali camere vecchie da ristrutturare
346|Arredi vetusti e...|Arredi vetusti e poco funzionali. Camere vecchie da risistemare.|Housekeeping|neg|arredi vetusti e poco funzionali camere vecchie da risistemare
347|Arredi sgangherati e...|Arredi sgangherati e poco funzionali. Camere vecchie da ristrutturare|Housekeeping|neg|arredi sgangherati e poco funzionali camere vecchie da ristrutturare
348|Arredi sgangherati e...|Arredi sgangherati e poco funzionali. Camere vecchie da risistemare.|Housekeeping|neg|arredi sgangherati e poco funzionali camere vecchie da risistemare
349|Hotel vecchissimo -...|Hotel vecchissimo - moquette mangiucchiata e staccata qui e lì (attenzione a non inciampare). Da evitare!|Housekeeping|neg|hotel vecchissimo moquette mangiucchiata e staccata qui e lì attenzione a non inciampare da evitare
350|Camera sporca in...|Camera sporca in ogni angolo niente ascensore e zanzare nella stanza.|Housekeeping|neg|camera sporca in ogni angolo niente ascensore e zanzare nella stanza
351|Camera sporca in...|Camera sporca in ogni angolo niente ascensore e insetti nella stanza.|Housekeeping|neg|camera sporca in ogni angolo niente ascensore e insetti nella stanza
352|Camera sporca in...|Camera sporca in ogni dove; niente ascensore e zanzare nella stanza.|Housekeeping|neg|camera sporca in ogni dove niente ascensore e zanzare nella stanza
353|Camera sporca in...|Camera sporca in ogni dove; niente ascensore e insetti nella stanza.|Housekeeping|neg|camera sporca in ogni dove niente ascensore e insetti nella stanza
354|Muri della stanza...|Muri della stanza macchiati di insetti morti (ancora attaccati).|Housekeeping|neg|muri della stanza macchiati di insetti morti ancora attaccati
355|Bagno in camera...|Bagno in camera senza bidet! Sveglia, siamo in Italia!|Housekeeping|neg|bagno in camera senza bidet sveglia siamo in italia
356|L'hotel è molto...|L'hotel è molto vecchio e ha sicuramente bisogno di un ascensore; la camera e il bagno necessitano un rinnovo.|Housekeeping|neg|l hotel é molto vecchio e ha sicuramente bisogno di un ascensore la camera e il bagno necessitano un rinnovo
357|Non lo consiglierei....|Non lo consiglierei. Pulizie scarse e arredamenti vecchi e fatiscenti.|Housekeeping|neg|non lo consiglierei pulizie scarse e arredamenti vecchi e fatiscenti
358|Non lo consiglierei....|Non lo consiglierei. Pulizie approssimative e arredamenti vecchi e fatiscenti.|Housekeeping|neg|non lo consiglierei pulizie approssimative e arredamenti vecchi e fatiscenti
359|Camere sporche, moquette...|Camere sporche, moquette rialzata da terra, muri sporchi Non lo consiglierei.|Housekeeping|neg|camere sporche moquette rialzata da terra muri sporchi non lo consiglierei
360|Camere sporche, moquette...|Camere sporche, moquette rialzata da terra, muri macchiati. Non lo consiglierei.|Housekeeping|neg|camere sporche moquette rialzata da terra muri macchiati non lo consiglierei
361|Il peggior hotel...|Il peggior hotel in cui ho soggiornato. Biancheria da letto sudicia e macchiata.|Housekeeping|neg|il peggior hotel in cui ho soggiornato biancheria da letto sudicia e macchiata
362|Il peggior albergo...|Il peggior albergo in cui ho soggiornato. Biancheria da letto sudicia e macchiata.|Housekeeping|neg|il peggior albergo in cui ho soggiornato biancheria da letto sudicia e macchiata
363|Puzza terribile in...|Puzza terribile in camera. Atmosfera vecchia e opprimente. Siamo fuggiti.|Housekeeping|neg|puzza terribile in camera atmosfera vecchia e opprimente siamo fuggiti
364|odore terribile in...|odore terribile in camera. Atmosfera vecchia e opprimente. Siamo fuggiti.|Housekeeping|neg|odore terribile in camera atmosfera vecchia e opprimente siamo fuggiti
365|E' stato un...|E' stato un susseguirsi di pessime impressioni! Hotel molto antiquato|Housekeeping|neg|e stato un susseguirsi di pessime impressioni hotel molto antiquato
366|E' stato un...|E' stato un susseguirsi di pessime impressioni! Hotel molto obsoleto.|Housekeeping|neg|e stato un susseguirsi di pessime impressioni hotel molto obsoleto
367|E' stato un...|E' stato un succedersi di pessime impressioni! Hotel molto antiquato|Housekeeping|neg|e stato un succedersi di pessime impressioni hotel molto antiquato
368|E' stato un...|E' stato un succedersi di pessime impressioni! Hotel molto obsoleto.|Housekeeping|neg|e stato un succedersi di pessime impressioni hotel molto obsoleto
369|Moquette scolorita e...|Moquette scolorita e rivestimenti datati, la camera era davvero angusta, per non parlare del bagno.|Housekeeping|neg|moquette scolorita e rivestimenti datati la camera era davvero angusta per non parlare del bagno
370|Camera con finestre...|Camera con finestre che non si chiudevano bene e invasa dalle zanzare. Esperienza da non ripetere.|Housekeeping|neg|camera con finestre che non si chiudevano bene e invasa dalle zanzare esperienza da non ripetere
371|Struttura fatiscente, moquette...|Struttura fatiscente, moquette sporca e consumata, materasso sfondato, cuscini quasi inesistenti.|Housekeeping|neg|struttura fatiscente moquette sporca e consumata materasso sfondato cuscini quasi inesistenti
372|Albergo fatiscente al...|Albergo fatiscente al limite dell' agibile! Stanze vecchie mai restautare, pulizia opinabile|Housekeeping|neg|albergo fatiscente al limite dell agibile stanze vecchie mai restautare pulizia opinabile
373|Albergo fatiscente al...|Albergo fatiscente al limite dell' agibile! Stanze vecchie mai restautare, pulizia discutibile.|Housekeeping|neg|albergo fatiscente al limite dell agibile stanze vecchie mai restautare pulizia discutibile
374|La nostra camera...|La nostra camera aveva un handicap doccia. L'asta era caduta e c'era muffa ovunque|Housekeeping|neg|la nostra camera aveva un handicap doccia l asta era caduta e c era muffa ovunque
375|La nostra camera...|La nostra camera aveva un handicap doccia. L'asta era caduta e c'era muffa dappertutto.|Housekeeping|neg|la nostra camera aveva un handicap doccia l asta era caduta e c era muffa dappertutto
376|Il telaio della...|Il telaio della finestra è ammuffito e rovinato I letti non sono confortevoli|Housekeeping|neg|il telaio della finestra é ammuffito e rovinato i letti non sono confortevoli
377|Il telaio della...|Il telaio della finestra è ammuffito e rovinato I letti non sono comodi.|Housekeeping|neg|il telaio della finestra é ammuffito e rovinato i letti non sono comodi
378|Il telaio della...|Il telaio della finestra è ammuffito e rotto. I letti non sono confortevoli|Housekeeping|neg|il telaio della finestra é ammuffito e rotto i letti non sono confortevoli
379|Il telaio della...|Il telaio della finestra è ammuffito e rotto. I letti non sono comodi.|Housekeeping|neg|il telaio della finestra é ammuffito e rotto i letti non sono comodi
380|I cuscini sono...|I cuscini sono in disperato bisogno di sostituzione Zanzariere alle finestre rotte e non efficaci.|Housekeeping|neg|i cuscini sono in disperato bisogno di sostituzione zanzariere alle finestre rotte e non efficaci
381|I cuscini sono...|I cuscini sono in disperato bisogno di ricambio. Zanzariere alle finestre rotte e non efficaci.|Housekeeping|neg|i cuscini sono in disperato bisogno di ricambio zanzariere alle finestre rotte e non efficaci
382|Bagno piccolo e...|Bagno piccolo e non confortevole, senza piatto doccia e con tendina sporca.|Housekeeping|neg|bagno piccolo e non confortevole senza piatto doccia e con tendina sporca
383|La camera, come...|La camera, come tutto l'albergo, è abbastanza spoglia. Le pulizie lasciano a desiderare.|Housekeeping|neg|la camera come tutto l albergo é abbastanza spoglia le pulizie lasciano a desiderare
384|I servizi sono...|I servizi sono un po carenti Camera spartana e poco accogliente.|Housekeeping|neg|i servizi sono un po carenti camera spartana e poco accogliente
385|I servizi sono...|I servizi sono un po scarsi. Camera spartana e poco accogliente.|Housekeeping|neg|i servizi sono un po scarsi camera spartana e poco accogliente
386|Camera piccola e...|Camera piccola e non confortevole. Arredi vecchi e mal tenuti|Housekeeping|neg|camera piccola e non confortevole arredi vecchi e mal tenuti
387|Camera piccola e...|Camera piccola e non confortevole. Arredi vecchi e mal conservati.|Housekeeping|neg|camera piccola e non confortevole arredi vecchi e mal conservati
388|Bagno non troppo...|Bagno non troppo pulito e con illuminazione scarsa. Ambiente scadente|Housekeeping|neg|bagno non troppo pulito e con illuminazione scarsa ambiente scadente
389|Bagno non troppo...|Bagno non troppo pulito e con illuminazione scarsa. Ambiente mediocre.|Housekeeping|neg|bagno non troppo pulito e con illuminazione scarsa ambiente mediocre
390|Bagno non troppo...|Bagno non troppo pulito e con luce scarsa. Ambiente scadente|Housekeeping|neg|bagno non troppo pulito e con luce scarsa ambiente scadente
391|Bagno non troppo...|Bagno non troppo pulito e con luce scarsa. Ambiente mediocre.|Housekeeping|neg|bagno non troppo pulito e con luce scarsa ambiente mediocre
392|Struttura fatiscente, moquette...|Struttura fatiscente, moquette ovunque che non dà il benché minimo senso di pulizia|Housekeeping|neg|struttura fatiscente moquette ovunque che non dà il benché minimo senso di pulizia
393|Struttura fatiscente, moquette...|Struttura fatiscente, moquette ovunque che non dà il benché minimo senso di igiene.|Housekeeping|neg|struttura fatiscente moquette ovunque che non dà il benché minimo senso di igiene
394|Definirla camera è...|Definirla camera è un complimento: sporca, letto sfondato, cuscini inesistenti, finestra che non si chiude.|Housekeeping|neg|definirla camera é un complimento sporca letto sfondato cuscini inesistenti finestra che non si chiude
395|Persiane rotte e...|Persiane rotte e arredi cadenti, per non parlare del bagno: doccia inesistente e sporcizia ovunque.|Housekeeping|neg|persiane rotte e arredi cadenti per non parlare del bagno doccia inesistente e sporcizia ovunque
396|Hotel pessimo stanze...|Hotel pessimo stanze orribili ogni cosa lì dentro sembra sporca.|Housekeeping|neg|hotel pessimo stanze orribili ogni cosa lì dentro sembra sporca
397|Hotel pessimo stanze...|Hotel pessimo stanze terribili, ogni cosa lì dentro sembra sporca.|Housekeeping|neg|hotel pessimo stanze terribili ogni cosa lì dentro sembra sporca
398|Hotel penoso, stanze...|Hotel penoso, stanze orribili ogni cosa lì dentro sembra sporca.|Housekeeping|neg|hotel penoso stanze orribili ogni cosa lì dentro sembra sporca
399|Hotel penoso, stanze...|Hotel penoso, stanze terribili, ogni cosa lì dentro sembra sporca.|Housekeeping|neg|hotel penoso stanze terribili ogni cosa lì dentro sembra sporca
400|Le stanze sono...|Le stanze sono piccole e brutte, le pareti e il soffitto sarebbero da risistemare|Housekeeping|neg|le stanze sono piccole e brutte le pareti e il soffitto sarebbero da risistemare
401|Le stanze sono...|Le stanze sono piccole e brutte, le pareti e il soffitto sarebbero da reimbiancare!|Housekeeping|neg|le stanze sono piccole e brutte le pareti e il soffitto sarebbero da reimbiancare
402|Gli insetti ti...|Gli insetti ti tengono compagnia tutta la notte e il bagno non è commentabile!|Housekeeping|neg|gli insetti ti tengono compagnia tutta la notte e il bagno non é commentabile
403|Gli insetti ti...|Gli insetti ti tengono compagnia durante la notte e il bagno non è commentabile!|Housekeeping|neg|gli insetti ti tengono compagnia durante la notte e il bagno non é commentabile
404|Un bagno in...|Un bagno in tale stato (doccia pietosa), che fa venir voglia piuttosto di non lavarsi!|Housekeeping|neg|un bagno in tale stato doccia pietosa che fa venir voglia piuttosto di non lavarsi
405|Moquette che non...|Moquette che non vede aspirapolvere da anni, finestre che non si chiudono, pulizia zero, muffa alle pareti.|Housekeeping|neg|moquette che non vede aspirapolvere da anni finestre che non si chiudono pulizia zero muffa alle pareti
406|Tv rotte, camere...|Tv rotte, camere spoglie e atmosfera triste e cupa. Siamo scappati via!|Housekeeping|neg|tv rotte camere spoglie e atmosfera triste e cupa siamo scappati via
407|Tv rotte, camere...|Tv rotte, camere spoglie e atmosfera triste e cupa. Siamo fuggiti via!|Housekeeping|neg|tv rotte camere spoglie e atmosfera triste e cupa siamo fuggiti via
408|Camere non proprio...|Camere non proprio pulitissime come tutto lo stato dell'hotel del resto.|Housekeeping|neg|camere non proprio pulitissime come tutto lo stato dell hotel del resto
409|Bagno sprovvisto di...|Bagno sprovvisto di phon, sapone e asciugamani. Acqua calda in realtà solo tiepida.|Housekeeping|neg|bagno sprovvisto di phon sapone e asciugamani acqua calda in realtà solo tiepida
410|Situazione pulizia gravissima!...|Situazione pulizia gravissima! Segnalato più volte, nessun cambiamento. Da evitare!|Housekeeping|neg|situazione pulizia gravissima segnalato più volte nessun cambiamento da evitare
411|Lavandino nel bagno...|Lavandino nel bagno otturato struttura fatiscente piena di polvere.|Housekeeping|neg|lavandino nel bagno otturato struttura fatiscente piena di polvere
412|Lavandino nel bagno...|Lavandino nel bagno intasato; struttura fatiscente piena di polvere.|Housekeeping|neg|lavandino nel bagno intasato struttura fatiscente piena di polvere
413|Tappeto con enormi...|Tappeto con enormi macchie, parete rotta e un bagno inquetante... Hotel da incubo.|Housekeeping|neg|tappeto con enormi macchie parete rotta e un bagno inquetante hotel da incubo
414|Tappeto con grandi...|Tappeto con grandi macchie, parete rotta e un bagno inquetante... Hotel da incubo.|Housekeeping|neg|tappeto con grandi macchie parete rotta e un bagno inquetante hotel da incubo
415|Lasciate fuori ogni...|Lasciate fuori ogni speranza. Albergo brutto, stanze pessime e sporche.|Housekeeping|neg|lasciate fuori ogni speranza albergo brutto stanze pessime e sporche
416|Maniglia rotta, la...|Maniglia rotta, la porta non si può chiudere se non direttamente a chiave. Arredi vecchi e trascurati.|Housekeeping|neg|maniglia rotta la porta non si può chiudere se non direttamente a chiave arredi vecchi e trascurati
417|Bagno puzzolente, non...|Bagno puzzolente, non lavato da chissà quanto. Luce dello specchio con almeno tre dita di polvere.|Housekeeping|neg|bagno puzzolente non lavato da chissà quanto luce dello specchio con almeno tre dita di polvere
418|Doccia spaventosa tendina...|Doccia spaventosa tendina rotta che non sta su. Filtro dell'aria intasato di polvere.|Housekeeping|neg|doccia spaventosa tendina rotta che non sta su filtro dell aria intasato di polvere
419|Doccia terribile, tendina...|Doccia terribile, tendina rotta che non sta su. Filtro dell'aria intasato di polvere.|Housekeeping|neg|doccia terribile tendina rotta che non sta su filtro dell aria intasato di polvere
420|Piumone e lenzuola...|Piumone e lenzuola con delle macchie. Peli di altri clienti nel letto. Crepe sui muri.|Housekeeping|neg|piumone e lenzuola con delle macchie peli di altri clienti nel letto crepe sui muri
421|Camere e tutta...|Camere e tutta la struttura da rivedere Non terribile ma molto trascurato.|Housekeeping|neg|camere e tutta la struttura da rivedere non terribile ma molto trascurato
422|Camere e tutta...|Camere e tutta la struttura da controllare. Non terribile ma molto trascurato.|Housekeeping|neg|camere e tutta la struttura da controllare non terribile ma molto trascurato
423|Albergo sporco, fatiscente,...|Albergo sporco, fatiscente, coperte macchiate di urina e chissà che cos'altro.|Housekeeping|neg|albergo sporco fatiscente coperte macchiate di urina e chissà che cos altro
424|Polvere ovunque, moquette...|Polvere ovunque, moquette sporca letto sfondato|Housekeeping|neg|polvere ovunque moquette sporca letto sfondato
425|Polvere ovunque, moquette...|Polvere ovunque, moquette sporca letto malconcio.|Housekeeping|neg|polvere ovunque moquette sporca letto malconcio
426|Polvere ovunque, moquette...|Polvere ovunque, moquette sozza, letto sfondato|Housekeeping|neg|polvere ovunque moquette sozza letto sfondato
427|Polvere ovunque, moquette...|Polvere ovunque, moquette sozza, letto malconcio.|Housekeeping|neg|polvere ovunque moquette sozza letto malconcio
428|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sporca letto sfondato|Housekeeping|neg|sporcizia ovunque moquette sporca letto sfondato
429|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sporca letto malconcio.|Housekeeping|neg|sporcizia ovunque moquette sporca letto malconcio
430|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sozza, letto sfondato|Housekeeping|neg|sporcizia ovunque moquette sozza letto sfondato
431|sporcizia ovunque, moquette...|sporcizia ovunque, moquette sozza, letto malconcio.|Housekeeping|neg|sporcizia ovunque moquette sozza letto malconcio
432|Finestre della camera...|Finestre della camera rotte e impossibili da chiudere arredi vecchi e rotti.|Housekeeping|neg|finestre della camera rotte e impossibili da chiudere arredi vecchi e rotti
433|Finestre della camera...|Finestre della camera rotte e impossibili da sigillare, arredi vecchi e rotti.|Housekeeping|neg|finestre della camera rotte e impossibili da sigillare arredi vecchi e rotti
434|Finestre della camera...|Finestre della camera guaste e impossibili da chiudere arredi vecchi e rotti.|Housekeeping|neg|finestre della camera guaste e impossibili da chiudere arredi vecchi e rotti
435|Finestre della camera...|Finestre della camera guaste e impossibili da sigillare, arredi vecchi e rotti.|Housekeeping|neg|finestre della camera guaste e impossibili da sigillare arredi vecchi e rotti
436|TV e wifi...|TV e wifi fuori uso. Arredi vecchi, aria condizionata non funzionante.|Housekeeping|neg|tv e wifi fuori uso arredi vecchi aria condizionata non funzionante
437|Uno schifo simile...|Uno schifo simile non l'ho mai visto. Vacanza squallida per colpa dell'albergo.|Housekeeping|neg|uno schifo simile non l ho mai visto vacanza squallida per colpa dell albergo
438|Dire che fa...|Dire che fa pena è fargli un complimento! Struttura squallida e vecchissima.|Housekeeping|neg|dire che fa pena é fargli un complimento struttura squallida e vecchissima
439|Dire che fa...|Dire che fa pena è fargli un complimento! Struttura desolata e vecchissima.|Housekeeping|neg|dire che fa pena é fargli un complimento struttura desolata e vecchissima
440|La camera è...|La camera è da film horror. Fuggite finchè siete in tempo.|Housekeeping|neg|la camera é da film horror fuggite finché siete in tempo
441|Finestre che non...|Finestre che non servono a niente, ci sono spifferi e si sente ogni rumore esterno.|Housekeeping|neg|finestre che non servono a niente ci sono spifferi e si sente ogni rumore esterno
442|Finestre che non...|Finestre che non servono a niente, ci sono spifferi e si sente ogni suono esterno.|Housekeeping|neg|finestre che non servono a niente ci sono spifferi e si sente ogni suono esterno
443|Il bagno cade...|Il bagno cade a pezzi, lo sciacquone non è funzionante, la doccia quasi fredda e non regolabile.|Housekeeping|neg|il bagno cade a pezzi lo sciacquone non é funzionante la doccia quasi fredda e non regolabile
444|Il bagno cade...|Il bagno cade a pezzi, lo scarico non è funzionante, la doccia quasi fredda e non regolabile.|Housekeeping|neg|il bagno cade a pezzi lo scarico non é funzionante la doccia quasi fredda e non regolabile
445|Stanza freddissima! Termosifoni...|Stanza freddissima! Termosifoni spenti il 31 dicembre.|Housekeeping|neg|stanza freddissima termosifoni spenti il 31 dicembre
446|Stanza freddissima! Termosifoni...|Stanza freddissima! Termosifoni chiusi il 31 dicembre.|Housekeeping|neg|stanza freddissima termosifoni chiusi il 31 dicembre
447|Moquette e tappeti...|Moquette e tappeti macchiati ovunque. Muri neri di polvere. Evitate questa struttura|Housekeeping|neg|moquette e tappeti macchiati ovunque muri neri di polvere evitate questa struttura
448|Moquette e tappeti...|Moquette e tappeti macchiati ovunque. Muri neri di polvere. Evitate questa sistemazione.|Housekeeping|neg|moquette e tappeti macchiati ovunque muri neri di polvere evitate questa sistemazione
449|Un vero e...|Un vero e proprio incubo. Dovevamo restare 2 giorni diventati poi 1 per lo schifo nella stanza.|Housekeeping|neg|un vero e proprio incubo dovevamo restare 2 giorni diventati poi 1 per lo schifo nella stanza
450|Bagni pessimi, diroccati...|Bagni pessimi, diroccati distrutti e sporchi, puzza di polvere ovunque.|Housekeeping|neg|bagni pessimi diroccati distrutti e sporchi puzza di polvere ovunque
451|Moquette sporca, macchiata,...|Moquette sporca, macchiata, bucata, bruciata, e impolverata. Muri crepati e cadenti.|Housekeeping|neg|moquette sporca macchiata bucata bruciata e impolverata muri crepati e cadenti
452|Doghe rotte nel...|Doghe rotte nel letto, termosifone non funzionante, finestre con spifferi in ogni angolo.|Housekeeping|neg|doghe rotte nel letto termosifone non funzionante finestre con spifferi in ogni angolo
453|assi rotte nel...|assi rotte nel letto, termosifone non funzionante, finestre con spifferi in ogni angolo.|Housekeeping|neg|assi rotte nel letto termosifone non funzionante finestre con spifferi in ogni angolo
454|L'esperienza peggiore che...|L'esperienza peggiore che ci sia mai capitata. Non funziona niente e sporco ovunque.|Housekeeping|neg|l esperienza peggiore che ci sia mai capitata non funziona niente e sporco ovunque
455|Struttura vecchia per...|Struttura vecchia per non parlare della camera sporca.|Housekeeping|neg|struttura vecchia per non parlare della camera sporca
456|Struttura antiquata, per...|Struttura antiquata, per non parlare della camera sporca.|Housekeeping|neg|struttura antiquata per non parlare della camera sporca
457|Pulizia zero nel...|Pulizia zero nel bagno.|Housekeeping|neg|pulizia zero nel bagno
458|Pulizia inesistente nel...|Pulizia inesistente nel bagno.|Housekeeping|neg|pulizia inesistente nel bagno
459|Terribili le condizioni...|Terribili le condizioni in cui versa; moquette nera (in origine era rossa ed a fiori), camera maleodorante.|Housekeeping|neg|terribili le condizioni in cui versa moquette nera in origine era rossa ed a fiori camera maleodorante
460|Struttura vecchia e...|Struttura vecchia e camera piena di crepe che dà l'impressione possa crollare da un momento all'altro!|Housekeeping|neg|struttura vecchia e camera piena di crepe che dà l impressione possa crollare da un momento all altro
461|Coperte macchiate e...|Coperte macchiate e polvere ovunque. Camera rumorosa e poco attrattiva.|Housekeeping|neg|coperte macchiate e polvere ovunque camera rumorosa e poco attrattiva
462|Coperte sporche e...|Coperte sporche e polvere ovunque. Camera rumorosa e poco attrattiva.|Housekeeping|neg|coperte sporche e polvere ovunque camera rumorosa e poco attrattiva
463|La struttura lascia...|La struttura lascia molto a desiderare: sporca e trascurata.|Housekeeping|neg|la struttura lascia molto a desiderare sporca e trascurata
464|La camera lascia...|La camera lascia molto a desiderare: sporca e trascurata.|Housekeeping|neg|la camera lascia molto a desiderare sporca e trascurata
465|Camera brutta vecchia...|Camera brutta vecchia e sporca, ma il pezzo forte è il bagno, scomodo e indecente è dir poco!|Housekeeping|neg|camera brutta vecchia e sporca ma il pezzo forte é il bagno scomodo e indecente é dir poco
466|Esperienza davvero pessima....|Esperienza davvero pessima. Scale, corridoi, stanze, sono rivestite di moquette consumata e impolverata.|Housekeeping|neg|esperienza davvero pessima scale corridoi stanze sono rivestite di moquette consumata e impolverata
467|Il letto puzzava...|Il letto puzzava di polvere la tv non trasmetteva nessun canale|Housekeeping|neg|il letto puzzava di polvere la tv non trasmetteva nessun canale
468|Il letto puzzava...|Il letto puzzava di polvere la tv non trasmetteva nessun segnale.|Housekeeping|neg|il letto puzzava di polvere la tv non trasmetteva nessun segnale
469|Il letto puzzava...|Il letto puzzava di stantio, la tv non trasmetteva nessun canale|Housekeeping|neg|il letto puzzava di stantio la tv non trasmetteva nessun canale
470|Il letto puzzava...|Il letto puzzava di stantio, la tv non trasmetteva nessun segnale.|Housekeeping|neg|il letto puzzava di stantio la tv non trasmetteva nessun segnale
471|Bagno terribile, stretto...|Bagno terribile, stretto per nulla funzionale e con molti accessori fuori uso.|Housekeeping|neg|bagno terribile stretto per nulla funzionale e con molti accessori fuori uso
472|Bagno terribile, angusto,...|Bagno terribile, angusto, per nulla funzionale e con molti accessori fuori uso.|Housekeeping|neg|bagno terribile angusto per nulla funzionale e con molti accessori fuori uso
473|Atmosfera e ambiente...|Atmosfera e ambiente cupi e tristi. Tutto vecchio o guasto.|Housekeeping|neg|atmosfera e ambiente cupi e tristi tutto vecchio o guasto
474|Sporco e freddo,...|Sporco e freddo, non ci ritornerò.|Housekeeping|neg|sporco e freddo non ci ritornerò
475|Le camere cadono...|Le camere cadono a pezzi e la pulizia non è eccellente|Housekeeping|neg|le camere cadono a pezzi e la pulizia non é eccellente
476|Le camere cadono...|Le camere cadono a pezzi e la pulizia non è ottimale.|Housekeeping|neg|le camere cadono a pezzi e la pulizia non é ottimale
477|Niente wifi, niente...|Niente wifi, niente aria condizionata, poca pulizia e servizi inesistenti.|Housekeeping|neg|niente wifi niente aria condizionata poca pulizia e servizi inesistenti
478|Avremmo preferito non...|Avremmo preferito non trovare i boxer di qualcun altro accanto al letto. Devo continuare?|Housekeeping|neg|avremmo preferito non trovare i boxer di qualcun altro accanto al letto devo continuare
479|Edificio datato e...|Edificio datato e interni trasandati con ovunque una sudicia moquette.|Housekeeping|neg|edificio datato e interni trasandati con ovunque una sudicia moquette
480|Copriletto lercio, porte...|Copriletto lercio, porte rattoppate e malconce, doccia, priva di piatto, adiacente al wc (doppio uso?).|Housekeeping|neg|copriletto lercio porte rattoppate e malconce doccia priva di piatto adiacente al wc doppio uso
481|Non consiglio a...|Non consiglio a nessuno questo albergo. Sudiciume e strafottenza ovunque.|Housekeeping|neg|non consiglio a nessuno questo albergo sudiciume e strafottenza ovunque
482|Non consiglio a...|Non consiglio a nessuno questo albergo. Sudiciume e menefreghismo ovunque.|Housekeeping|neg|non consiglio a nessuno questo albergo sudiciume e menefreghismo ovunque
483|Stanza piccolissima e...|Stanza piccolissima e poco pulita. 0 comfort.|Housekeeping|neg|stanza piccolissima e poco pulita 0 comfort
484|Stanza piccolissima e...|Stanza piccolissima e poco pulita. nessun comfort.|Housekeeping|neg|stanza piccolissima e poco pulita nessun comfort
485|Aria condizionata a...|Aria condizionata a malapena funzionante, wifi inesistente.|Housekeeping|neg|aria condizionata a malapena funzionante wifi inesistente
486|Le pareti sono...|Le pareti sono sottilissime e si sente molto rumore dalle altre camere.|Housekeeping|neg|le pareti sono sottilissime e si sente molto rumore dalle altre camere
487|Le pareti sono...|Le pareti sono sottilissime e si sente molto caos dalle altre camere.|Housekeeping|neg|le pareti sono sottilissime e si sente molto caos dalle altre camere
488|L'hotel è vecchio...|L'hotel è vecchio e logoro e poco curato. La pittura completamente scrostata dalle pareti.|Housekeeping|neg|l hotel é vecchio e logoro e poco curato la pittura completamente scrostata dalle pareti
489|Macchie sulle lenzuola...|Macchie sulle lenzuola e aria condizionata non funzionante. Non ci ritornerei.|Housekeeping|neg|macchie sulle lenzuola e aria condizionata non funzionante non ci ritornerei
490|Bagno con doccia...|Bagno con doccia senza saliscendi e senza bidet, assenza di asciugacapelli.|Housekeeping|neg|bagno con doccia senza saliscendi e senza bidet assenza di asciugacapelli
491|Igiene scarsa, per...|Igiene scarsa, per non parlare della moquet d'annata non adeguatamente pulita.|Housekeeping|neg|igiene scarsa per non parlare della moquet d annata non adeguatamente pulita
492|Stanza logora, moquette...|Stanza logora, moquette bisunta, bagno troppo piccolo con odore tremendo|Housekeeping|neg|stanza logora moquette bisunta bagno troppo piccolo con odore tremendo
493|Stanza logora, moquette...|Stanza logora, moquette bisunta, bagno troppo piccolo con odore orrendo.|Housekeeping|neg|stanza logora moquette bisunta bagno troppo piccolo con odore orrendo
494|Camera in stato...|Camera in stato miserevole e odore pungente in ogni ambiente.|Housekeeping|neg|camera in stato miserevole e odore pungente in ogni ambiente
495|Uno dei letti...|Uno dei letti era rotto, condizionatore d'aria vecchio e rumoroso, non abbiamo avuto acqua calda.|Housekeeping|neg|uno dei letti era rotto condizionatore d aria vecchio e rumoroso non abbiamo avuto acqua calda
496|L'hotel è datato,...|L'hotel è datato, vetusto. Avrebbe bisogno di un rinnovamento totale.|Housekeeping|neg|l hotel é datato vetusto avrebbe bisogno di un rinnovamento totale
497|È un posto...|È un posto che sconsiglio vivamente! Ai limiti della decenza per camere, bagno, pulizie... Non andateci!|Housekeeping|neg|é un posto che sconsiglio vivamente ai limiti della decenza per camere bagno pulizie non andateci
498|Le camere avrebbero...|Le camere avrebbero bisogno di maggiori cure e manutenzione.|Housekeeping|neg|le camere avrebbero bisogno di maggiori cure e manutenzione
499|Albergo molto vecchio...|Albergo molto vecchio e malconcio. Camere cupe e asfissianti senza nessun comfort.|Housekeeping|neg|albergo molto vecchio e malconcio camere cupe e asfissianti senza nessun comfort
500|Camere vecchie e...|Camere vecchie e sudicie. Esperienza tristissima da non ripetere.|Housekeeping|neg|camere vecchie e sudicie esperienza tristissima da non ripetere
501|Camere vecchie e...|Camere vecchie e sudicie. Esperienza bruttissima da non ripetere.|Housekeeping|neg|camere vecchie e sudicie esperienza bruttissima da non ripetere
